,"Density
(P/Km2)",Agricultural Land( %),Land Area(Km2),Armed Forces size,Co2-Emissions,CPI,CPI Change (%),Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Minimum wage,Out of pocket health expenditure,Physicians per thousand,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Deforestation
45,5.6131281063880705,41.0,9.30492301446213,8.294299608857235,8225.0,162.47,3.9,30.9,1.11,23.524081836324523,91.0,27.1,2.5952547069568657,0.8458682675776092,23.7,1.31,66.0,26.8,35.1,8.0,14.31664638693463,18.109581,-77.297508,6.133398042996649
46,4.7535901911063645,12.0,11.400238173925942,11.661354090741,25108.0,125.6,0.8,1.1,1.1,24.501612570066907,81.5,34.4,2.7013612129514133,0.9122827104766162,25.1,2.32,39.3,15.1,28.6,14.72,16.036131406648508,30.585164,36.238414,0.0
47,2.0794415416798357,80.4,14.817942655144291,11.170449240431308,247207.0,182.75,5.2,1.2,0.42,25.917120846488025,104.4,61.7,2.2823823856765264,0.34358970439007686,38.8,3.25,68.8,11.7,28.4,4.59,16.181344215459458,48.019573,66.923684,9.994287576862567
48,5.484796933490655,8.4,9.788020582727414,10.12667110305036,98734.0,126.6,1.1,0.4,0.35,25.626770152350797,92.4,54.4,2.0412203288596382,0.6678293725756554,14.4,2.58,73.5,1.4,13.0,2.18,15.252280329095456,29.31166,47.481766,0.0
49,3.4339872044851463,31.1,11.075814879026519,8.699681400989514,7004.0,116.86,2.8,54.0,1.16,24.253067567814753,99.4,88.1,1.458615022699517,1.33500106673234,41.6,3.19,61.4,22.9,38.1,6.52,14.081670685940795,56.879635,24.603189,6.364750756851911
50,6.504288173536645,64.3,9.249657234353133,11.289794413577894,24796.0,130.02,3.0,13.4,0.74,24.700459206476065,95.1,26.3,2.0014800002101243,1.1474024528375417,32.1,2.1,47.0,15.3,32.2,6.23,15.62133646271074,33.854721,35.862285,4.61512051684126
51,1.6094379124341003,8.7,14.38056353754674,0.0,50564.0,125.71,2.6,0.1,0.11,24.675974845869252,109.0,60.5,2.4159137783010487,1.0577902941478545,36.7,2.09,49.7,15.97659574468085,32.6,18.56,15.510868885839137,26.3351,17.228331,5.802118375377063
52,5.476463551931511,32.2,5.081404364984463,10.357774570341576,51.0,123.78,2.3,43.1,1.74,22.603167240232434,104.7,35.6,1.1631508098056818,2.1554762279558335,32.097058823529416,2.0679611650485437,62.055,15.97659574468085,21.6,5.375,8.60611940061064,47.1410392,9.520935,0.0
53,3.784189633918261,47.2,11.086762629082946,10.434145214930487,12963.0,118.38,2.3,34.8,1.16,24.71630305830724,103.9,72.4,1.458615022699517,1.2267122912954254,32.1,6.35,61.6,16.9,42.6,6.35,14.452623751103406,55.169438,23.881275,6.089044875446846
54,3.8918202981106265,71.2,13.282851646506172,9.99884318585288,3905.0,184.33,5.6,21.4,1.11,23.368298589395756,142.5,5.4,3.6686767467964168,0.1906203596086497,21.7,0.18,86.1,10.2,38.3,1.76,16.13896143838962,-18.766947,46.869107,11.813703904408754
55,5.318119993844216,61.4,11.682541649266629,9.61587214452889,1298.0,418.34,9.4,33.2,1.15,22.760152689586626,142.5,0.8,3.591817741270805,0.11332868530700327,11.0,0.04,76.7,17.3,34.5,5.65,14.978443218977237,-13.254308,34.301525,10.645448706505872
56,2.8903717578961645,33.8,14.03077757063106,9.798182590890704,3179.0,108.73,-1.7,3.8,1.12,23.586046045576033,75.6,4.5,4.143134726391533,0.20701416938432612,46.3,0.13,70.8,11.6,54.5,7.22,15.953184332567258,17.570692,-3.996166,11.653478398776992
